SLNo,OFFICE_NAME,LBCode,DISTRICT_NAME,WARD_NO,WARD_NAME_ENG,WARD_NAME_MAL
5635,Mavelikkara Municipality,M040200,Alappuzha,4,Municipal Bus Stand,മുനിസിപ്പല്‍ ബസ് സ്റ്റാന്‍റ്
5636,Mavelikkara Municipality,M040200,Alappuzha,5,Prayikkara Temple,പ്രായിക്കര ടെമ്പിള്‍
5637,Mavelikkara Municipality,M040200,Alappuzha,6,Prayikkara,പ്രായിക്കര
5638,Mavelikkara Municipality,M040200,Alappuzha,7,Govt Hospital,ഗവ ഹോസ്പിറ്റല്‍
5639,Mavelikkara Municipality,M040200,Alappuzha,8,Thazhakkara,തഴക്കര
5640,Mavelikkara Municipality,M040200,Alappuzha,9,Puthiyakavu Market,പുതിയകാവ് മാര്‍ക്കറ്റ്
5641,Mavelikkara Municipality,M040200,Alappuzha,10,Kottarkavu,കൊറ്റാര്‍കാവ്
5642,Mavelikkara Municipality,M040200,Alappuzha,11,Railway Station,റയില്‍വേ സ്റ്റേഷന്‍
5643,Mavelikkara Municipality,M040200,Alappuzha,12,Kallumala,കല്ലുമല
5644,Mavelikkara Municipality,M040200,Alappuzha,13,Umbernadu,ഉമ്പര്‍നാട്
5645,Mavelikkara Municipality,M040200,Alappuzha,14,Ayurveda Hospital,ആയുര്‍വ്വേദ ഹോസ്പിറ്റല്‍
5646,Mavelikkara Municipality,M040200,Alappuzha,15,Power House,പവര്‍ ഹൌസ്
5647,Mavelikkara Municipality,M040200,Alappuzha,16,Padeethodu,പടീത്തോട്
5648,Mavelikkara Municipality,M040200,Alappuzha,17,Punnamood Market,പുന്നമൂട് മാര്‍ക്കറ്റ്
5649,Mavelikkara Municipality,M040200,Alappuzha,18,Ponakam,പോനകം
5650,Mavelikkara Municipality,M040200,Alappuzha,19,Factory,ഫാക്ടറി
5651,Mavelikkara Municipality,M040200,Alappuzha,20,Civil Station,സിവില്‍ സ്റ്റേഷന്‍
5652,Mavelikkara Municipality,M040200,Alappuzha,21,Kochickal South,കൊച്ചിക്കല്‍ സൗത്ത്
5653,Mavelikkara Municipality,M040200,Alappuzha,22,Ponnaram Thottam,പൊന്നാരംതോട്ടം
5654,Mavelikkara Municipality,M040200,Alappuzha,23,Kottakkakam,കോട്ടയ്ക്കകം
5655,Mavelikkara Municipality,M040200,Alappuzha,24,Municipal Office,മുനിസിപ്പല്‍ ഓഫീസ്
5656,Mavelikkara Municipality,M040200,Alappuzha,25,Kochikkal,കൊച്ചിക്കല്‍
5657,Mavelikkara Municipality,M040200,Alappuzha,26,Panachamoodu,പനച്ചമൂട്
5658,Mavelikkara Municipality,M040200,Alappuzha,27,Kandiyoor South,കണ്ടിയൂര്‍ തെക്ക്
5659,Mavelikkara Municipality,M040200,Alappuzha,28,Thattarambalam,തട്ടാരമ്പലം
5660,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,1,Umbernadu West,ഉമ്പര്‍നാട് പടിഞ്ഞാറ്
5661,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,2,Umbernadu East,ഉമ്പര്‍നാട് കിഴക്ക്
5662,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,3,Cherukunnam,ചെറുകുന്നം
5663,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,4,Vadakkemankuzhi,വടക്കേമങ്കുഴി
5664,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,5,Panchayath Office,പഞ്ചായത്ത് ഓഫീസ്
5665,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,6,Thadathilal,തടത്തിലാല്‍
5666,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,7,Varenickal,വരേണിക്കല്‍
5667,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,8,Chooralloor,ചൂരല്ലൂര്‍
5668,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,9,Palliyavattom,പള്ളിയാവട്ടം
5669,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,10,Pallickal East,പള്ളിക്കല്‍ ഈസ്റ്റ്‌
5670,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,11,Kurathikad,കുറത്തികാട്
5671,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,12,Ponnezha,പൊന്നേഴ
5672,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,13,Vathikulam,വാത്തികുളം
5673,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,14,Kottamukku,കോട്ടമുക്ക്
5674,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,15,Olakettiyambalam South,ഓലകെട്ടിയമ്പലം തെക്ക്
5675,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,16,Olakettiyambalam North,ഓലകെട്ടിയമ്പലം വടക്ക്
5676,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,17,Puthenkulangara,പുത്തന്‍കുളങ്ങര
5677,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,18,Ponakam,പോനകം
5678,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,19,Pallarimangalam,പല്ലാരിമംഗലം
5679,Mavelikkara Thekkekara Grama Panchayat,G041001,Alappuzha,20,Mullikulangara,മുളളിക്കുളങ്ങര
5680,Muhamma Grama Panchayat,G040404,Alappuzha,1,Puthanangadi,പുത്തനങ്ങാടി
5681,Muhamma Grama Panchayat,G040404,Alappuzha,2,Thuruthankavala,തുരുത്തന്‍ കവല
5682,Muhamma Grama Panchayat,G040404,Alappuzha,3,Poojaveli,പൂജവെളി
5683,Muhamma Grama Panchayat,G040404,Alappuzha,4,Kayippuram,കായിപ്പുറം
5684,Muhamma Grama Panchayat,G040404,Alappuzha,5,Krishibhavan,കൃഷി ഭവന്‍
5685,Muhamma Grama Panchayat,G040404,Alappuzha,6,S N Ward,എസ് എന്‍ വാര്‍ഡ്
5686,Muhamma Grama Panchayat,G040404,Alappuzha,7,Panchayath,പഞ്ചായത്ത്
5687,Muhamma Grama Panchayat,G040404,Alappuzha,8,Muhamma,മുഹമ്മ
5688,Muhamma Grama Panchayat,G040404,Alappuzha,9,Mukkalvattam,മുക്കാല്‍വട്ടം
5689,Muhamma Grama Panchayat,G040404,Alappuzha,10,Perunthuruth,പെരുന്തുരുത്ത്
5690,Muhamma Grama Panchayat,G040404,Alappuzha,11,Kaniyakulam,കണിയാകുളം
5691,Muhamma Grama Panchayat,G040404,Alappuzha,12,Mother Teresa,മദര്‍ തെരേസ
5692,Muhamma Grama Panchayat,G040404,Alappuzha,13,Janakshemam,ജനക്ഷേമം
5693,Muhamma Grama Panchayat,G040404,Alappuzha,14,Aryakkara,ആര്യക്കര
5694,Muhamma Grama Panchayat,G040404,Alappuzha,15,Akshara,അക്ഷര
5695,Muhamma Grama Panchayat,G040404,Alappuzha,16,S N V,എസ് എന്‍ വി
5696,Muhamma Grama Panchayat,G040404,Alappuzha,17,Kallappuram,കല്ലാപ്പുറം
5697,Muhamma Grama Panchayat,G040404,Alappuzha,18,Kaayikkara,കായിക്കര
5698,Mulakuzha Grama Panchayat,G040801,Alappuzha,1,Nikarumpuram,നികരുംപുറം
5699,Mulakuzha Grama Panchayat,G040801,Alappuzha,2,Pallikal,പള്ളിക്കല്‍
5700,Mulakuzha Grama Panchayat,G040801,Alappuzha,3,Mulakuzha,മുളക്കഴ
5701,Mulakuzha Grama Panchayat,G040801,Alappuzha,4,Pallipadi,പള്ളിപ്പടി
5702,Mulakuzha Grama Panchayat,G040801,Alappuzha,5,Pattangad,പട്ടങ്ങാട്
5703,Mulakuzha Grama Panchayat,G040801,Alappuzha,6,Kudakkamaram,കുടയ്ക്കാമരം
5704,Mulakuzha Grama Panchayat,G040801,Alappuzha,7,Mannarakkode,മണ്ണാറക്കോട്
5705,Mulakuzha Grama Panchayat,G040801,Alappuzha,8,Karakkad,കാരയ്ക്കാട്
5706,Mulakuzha Grama Panchayat,G040801,Alappuzha,9,Karimpinapoika,കരിമ്പനാംപൊയ്ക
5707,Mulakuzha Grama Panchayat,G040801,Alappuzha,10,Kadinavila,കഠിനാവിള
5708,Mulakuzha Grama Panchayat,G040801,Alappuzha,11,Aranthakkad,അറന്തക്കാട്
5709,Mulakuzha Grama Panchayat,G040801,Alappuzha,12,Thazhambhagam,താഴാംഭാഗം
5710,Mulakuzha Grama Panchayat,G040801,Alappuzha,13,Kalarithara,കളരിത്തറ
5711,Mulakuzha Grama Panchayat,G040801,Alappuzha,14,Areekkara,അരീക്കര
5712,Mulakuzha Grama Panchayat,G040801,Alappuzha,15,Valiyaparambu,വലിയപറമ്പ്
5713,Mulakuzha Grama Panchayat,G040801,Alappuzha,16,Peringala,പെരിങ്ങാല
5714,Mulakuzha Grama Panchayat,G040801,Alappuzha,17,Mullickal,മുള്ളിയ്ക്കൽ
5715,Mulakuzha Grama Panchayat,G040801,Alappuzha,18,Mulakuzha West,മുളക്കുഴ പടിഞ്ഞാറ്
5716,Mulakuzha Grama Panchayat,G040801,Alappuzha,19,Piralasseri,പിരളശ്ശേരി
5717,Muthukulam Block Panchayat,B041200,Alappuzha,1,Mangalam,മംഗലം
5718,Muthukulam Block Panchayat,B041200,Alappuzha,2,Chingoli,ചിങ്ങോലി
5719,Muthukulam Block Panchayat,B041200,Alappuzha,3,Cheppad,ചേപ്പാട്
5720,Muthukulam Block Panchayat,B041200,Alappuzha,4,Evoor,എവൂര്‍
5721,Muthukulam Block Panchayat,B041200,Alappuzha,5,Pathiyoor,പത്തിയൂര്‍
5722,Muthukulam Block Panchayat,B041200,Alappuzha,6,Eruva,എരുവ
5723,Muthukulam Block Panchayat,B041200,Alappuzha,7,Pullikkanakku,പുള്ളിക്കണക്ക്
5724,Muthukulam Block Panchayat,B041200,Alappuzha,8,Krishnapuram,കൃഷ്ണപുരം
5725,Muthukulam Block Panchayat,B041200,Alappuzha,9,Devikulangara,ദേവികുളങ്ങര
5726,Muthukulam Block Panchayat,B041200,Alappuzha,10,Kandalloor Thekku,കണ്ടല്ലൂര്‍ തെക്ക്
5727,Muthukulam Block Panchayat,B041200,Alappuzha,11,Kandalloor,കണ്ടല്ലൂര്‍
5728,Muthukulam Block Panchayat,B041200,Alappuzha,12,Kareelakulangara,കരീലക്കുളങ്ങര
5729,Muthukulam Block Panchayat,B041200,Alappuzha,13,Choolatheruvu,ചൂളത്തെരുവ്
5730,Muthukulam Block Panchayat,B041200,Alappuzha,14,Muthukulam,മുതുകുളം
5731,Muthukulam Block Panchayat,B041200,Alappuzha,15,Arattupuzha Thekku,ആറാട്ടുപുഴ തെക്ക്
5732,Muthukulam Grama Panchayat,G041204,Alappuzha,1,Choolatheruvu,ചൂളത്തെരുവ്
5733,Muthukulam Grama Panchayat,G041204,Alappuzha,2,Vettikulangara,വെട്ടികുളങ്ങര
5734,Muthukulam Grama Panchayat,G041204,Alappuzha,3,Muringachira,മുരിങ്ങച്ചിറ
5735,Muthukulam Grama Panchayat,G041204,Alappuzha,4,Block Office,ബ്ലോക്ക് ഓഫീസ്
5736,Muthukulam Grama Panchayat,G041204,Alappuzha,5,High School,ഹൈസ്കൂള്‍
5737,Muthukulam Grama Panchayat,G041204,Alappuzha,6,Karunamuttam,കരുണാമുറ്റം
5738,Muthukulam Grama Panchayat,G041204,Alappuzha,7,Mamood,മാമൂട്
5739,Muthukulam Grama Panchayat,G041204,Alappuzha,8,K A M U P School,കെ എ എം യു പി സ്കൂള്‍
5740,Muthukulam Grama Panchayat,G041204,Alappuzha,9,Mayikkal,മായിക്കല്‍
5741,Muthukulam Grama Panchayat,G041204,Alappuzha,10,Varanapally,വാരണപ്പള്ളി
5742,Muthukulam Grama Panchayat,G041204,Alappuzha,11,Erayil,ഈരയില്‍
5743,Muthukulam Grama Panchayat,G041204,Alappuzha,12,Kurumpakara,കുരുംബകര
5744,Muthukulam Grama Panchayat,G041204,Alappuzha,13,Gopankulangara,ഗോപന്‍കുളങ്ങര
5745,Muthukulam Grama Panchayat,G041204,Alappuzha,14,Homeo,ഹോമിയോ
5746,Muthukulam Grama Panchayat,G041204,Alappuzha,15,Mrigashupathri,മൃഗാശുപത്രി
5747,Muthukulam Grama Panchayat,G041204,Alappuzha,16,Njavarakkal,ഞവരയ്ക്കല്‍
5748,Muttar Grama Panchayat,G040701,Alappuzha,1,Mithrakary West,മിത്രക്കരി പടിഞ്ഞാറ്
5749,Muttar Grama Panchayat,G040701,Alappuzha,2,Mithrakary North,മിത്രക്കരി വടക്ക്
5750,Muttar Grama Panchayat,G040701,Alappuzha,3,Mithrakary East,മിത്രക്കരി ഈസ്റ്റ്
5751,Muttar Grama Panchayat,G040701,Alappuzha,4,Kumaramchira,കുമരംചിറ
5752,Muttar Grama Panchayat,G040701,Alappuzha,5,Naluthodu,നാലുതോട്
5753,Muttar Grama Panchayat,G040701,Alappuzha,6,Muttar North,മുട്ടാർ വടക്ക്
5754,Muttar Grama Panchayat,G040701,Alappuzha,7,Muttar East,മുട്ടാർ കിഴക്ക്
5755,Muttar Grama Panchayat,G040701,Alappuzha,8,Muttar Central,മുട്ടാർ സെൻട്രൽ
5756,Muttar Grama Panchayat,G040701,Alappuzha,9,Muttar South,മുട്ടാർ തെക്ക്
5757,Muttar Grama Panchayat,G040701,Alappuzha,10,Govenda,ഗൊവേന്ത
5758,Muttar Grama Panchayat,G040701,Alappuzha,11,Choorakutti,ചൂരക്കുറ്റി
5759,Muttar Grama Panchayat,G040701,Alappuzha,12,Alappurathukadu,ആലപ്പുറത്ത്കാട്
5760,Muttar Grama Panchayat,G040701,Alappuzha,13,Mithramadom,മിത്രമഠം
5761,Muttar Grama Panchayat,G040701,Alappuzha,14,Nellanickal,നെല്ലാണിക്കൽ
5762,Nedumudi Grama Panchayat,G040604,Alappuzha,1,Ponga South,പൊങ്ങ സൗത്ത്‌
5763,Nedumudi Grama Panchayat,G040604,Alappuzha,2,Ponga,പൊങ്ങ
5764,Nedumudi Grama Panchayat,G040604,Alappuzha,3,Chennamkary,ചേന്നംങ്കരി
5765,Nedumudi Grama Panchayat,G040604,Alappuzha,4,Nedumudy,നെടുമുടി
5766,Nedumudi Grama Panchayat,G040604,Alappuzha,5,Nedumudy South,നെടുമുടി സൗത്ത്‌
5767,Nedumudi Grama Panchayat,G040604,Alappuzha,6,Thekkemury North,തെക്കേമുറി നോര്‍ത്ത്‌
5768,Nedumudi Grama Panchayat,G040604,Alappuzha,7,Thekkemury,തെക്കേമുറി
5769,Nedumudi Grama Panchayat,G040604,Alappuzha,8,Champakkulam North,ചമ്പക്കുളം നോര്‍ത്ത്‌
5770,Nedumudi Grama Panchayat,G040604,Alappuzha,9,Champakkulam,ചമ്പക്കുളം
5771,Nedumudi Grama Panchayat,G040604,Alappuzha,10,Manapra,മണപ്ര
5772,Nedumudi Grama Panchayat,G040604,Alappuzha,11,Nadubhagom,നടുഭാഗം
5773,Nedumudi Grama Panchayat,G040604,Alappuzha,12,Vysyambhabom South,വൈശ്യംഭാഗം സൗത്ത്‌
5774,Nedumudi Grama Panchayat,G040604,Alappuzha,13,Vysyambhagom North,വൈശ്യംഭാഗം നോര്‍ത്ത്
5775,Nedumudi Grama Panchayat,G040604,Alappuzha,14,Chempumpuram,ചെമ്പുംപുറം
5776,Nedumudi Grama Panchayat,G040604,Alappuzha,15,Pazhayakary,പഴയകരി
5777,Neelamperoor Grama Panchayat,G040703,Alappuzha,1,Pullayam,പുല്ലായം
5778,Neelamperoor Grama Panchayat,G040703,Alappuzha,2,Neelamperoor North,നീലംപേരൂർ നോർത്ത്
5779,Neelamperoor Grama Panchayat,G040703,Alappuzha,3,Neelamperoor South,നീലംപേരൂർ സൗത്ത്
5780,Neelamperoor Grama Panchayat,G040703,Alappuzha,4,Eara,ഈര
5781,Neelamperoor Grama Panchayat,G040703,Alappuzha,5,Chakkachampakka,ചക്കച്ചംപാക്ക
5782,Neelamperoor Grama Panchayat,G040703,Alappuzha,6,Thekkeera,തെക്കീര
5783,Neelamperoor Grama Panchayat,G040703,Alappuzha,7,Payattupakka,പയറ്റുപാക്ക
5784,Neelamperoor Grama Panchayat,G040703,Alappuzha,8,Valady,വാലടി
5785,Neelamperoor Grama Panchayat,G040703,Alappuzha,9,Narakathara,നാരകത്തറ
5786,Neelamperoor Grama Panchayat,G040703,Alappuzha,10,East Chennamkari,കിഴക്കേ ചേന്നങ്കരി
5787,Neelamperoor Grama Panchayat,G040703,Alappuzha,11,Cherukara East,ചെറുകര ഈസ്റ്റ്
5788,Neelamperoor Grama Panchayat,G040703,Alappuzha,12,Cherukara West,ചെറുകര വെസ്റ്റ്
5789,Neelamperoor Grama Panchayat,G040703,Alappuzha,13,Kainady South,കൈനടി സൗത്ത്
5790,Neelamperoor Grama Panchayat,G040703,Alappuzha,14,Kainady North,കൈനടി നോർത്ത്
5791,Nooranad Grama Panchayat,G041101,Alappuzha,1,Attuva,ആറ്റുവ
5792,Nooranad Grama Panchayat,G041101,Alappuzha,2,Cherumukha,ചെറുമുഖ
5793,Nooranad Grama Panchayat,G041101,Alappuzha,3,Pattoor North,പാറ്റൂര്‍ വടക്ക്
5794,Nooranad Grama Panchayat,G041101,Alappuzha,4,Edappon East,ഇടപ്പോണ്‍ കിഴക്ക്
5795,Nooranad Grama Panchayat,G041101,Alappuzha,5,Pattoor,പാറ്റൂര്‍
5796,Nooranad Grama Panchayat,G041101,Alappuzha,6,Pazhanjiyoorkkonam,പഴഞ്ഞിയൂര്‍ക്കോണം
5797,Nooranad Grama Panchayat,G041101,Alappuzha,7,Kidangayam,കിടങ്ങയം
5798,Nooranad Grama Panchayat,G041101,Alappuzha,8,Padanilam Palamel,പടനിലം പാലമേല്‍
5799,Nooranad Grama Panchayat,G041101,Alappuzha,9,Nedukulanji Muri,നെടുകുളഞ്ഞിമുറി
5800,Nooranad Grama Panchayat,G041101,Alappuzha,10,Thathammunna,തത്തംമുന്ന
5801,Nooranad Grama Panchayat,G041101,Alappuzha,11,Puthupallikkunnam South,പുതുപ്പള്ളിക്കുന്നം തെക്ക്
5802,Nooranad Grama Panchayat,G041101,Alappuzha,12,Puthupallikkunnam North,പുതുപ്പള്ളിക്കുന്നം വടക്ക്
5803,Nooranad Grama Panchayat,G041101,Alappuzha,13,Edakkunnam,ഇടക്കുന്നം
5804,Nooranad Grama Panchayat,G041101,Alappuzha,14,Naduvilemuri,നടുവിലേമുറി
5805,Nooranad Grama Panchayat,G041101,Alappuzha,15,Nooranad Padanilam,നൂറനാട് പടനിലം
5806,Nooranad Grama Panchayat,G041101,Alappuzha,16,Pulimel South,പുലിമേല്‍ തെക്ക്
5807,Nooranad Grama Panchayat,G041101,Alappuzha,17,Pulimel North,പുലിമേല്‍ വടക്ക്
5808,Nooranad Grama Panchayat,G041101,Alappuzha,18,Edappon West,ഇടപ്പോണ്‍ പടിഞ്ഞാറ്
5809,Palamel Grama Panchayat,G041106,Alappuzha,1,Muthukattukara,മുതുകാട്ടുകര
5810,Palamel Grama Panchayat,G041106,Alappuzha,2,P H C,പി എച്ച് സി
5811,Palamel Grama Panchayat,G041106,Alappuzha,3,Kavumpad,കാവുംപാട്
5812,Palamel Grama Panchayat,G041106,Alappuzha,4,Mattappally,മറ്റപ്പള്ളി
5813,Palamel Grama Panchayat,G041106,Alappuzha,5,Ulavukkad,ഉളവുക്കാട്
5814,Palamel Grama Panchayat,G041106,Alappuzha,6,Kudassanad,കുടശ്ശനാട്
5815,Palamel Grama Panchayat,G041106,Alappuzha,7,Pulikkunnu,പുലിക്കുന്ന്
5816,Palamel Grama Panchayat,G041106,Alappuzha,8,Kanchukode,കഞ്ചുക്കോട്
5817,Palamel Grama Panchayat,G041106,Alappuzha,9,Adhikkattukulangara North,ആദിക്കാട്ടുകുളങ്ങര വടക്ക്
5818,Palamel Grama Panchayat,G041106,Alappuzha,10,Adhikkattukulangara East,ആദിക്കാട്ടുകുളങ്ങര കിഴക്ക്
